title,date,category,link
Corporation and Former Chief Executive Officer Plead Guilty to Health Care Fraud and Tax Conspiracy,"January 24, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/corporation-and-former-chief-executive-officer-plead-guilty-to-health-care-fraud-and-tax-conspiracy/
Pfizer Agrees to Pay Nearly 60M to Resolve False Claims Allegations Relating to Improper Physician Payments by Subsidiary,"January 24, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pfizer-agrees-to-pay-nearly-60m-to-resolve-false-claims-allegations-relating-to-improper-physician-payments-by-subsidiary/
"Wellstar Health System Agreed to Pay $468,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual","January 24, 2025",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/wellstar-health-system-agreed-to-pay-468000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
"Walnut Creek Nursing Center Agreed to Pay $243,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","January 23, 2025",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/walnut-creek-nursing-center-agreed-to-pay-243000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Operator of Home Health Care Company Sentenced to 12 Years in Prison for Multimillion Dollar Health Care Fraud Scheme,"January 23, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/operator-of-home-health-care-company-sentenced-to-12-years-in-prison-for-multimillion-dollar-health-care-fraud-scheme/
"C.R. Bard, Inc. and Affiliates Pay $17 Million to Resolve Allegations of Healthcare Kickbacks","January 23, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cr-bard-inc-and-affiliates-pay-17-million-to-resolve-allegations-of-healthcare-kickbacks/
Two Charged with Defrauding Connecticut’s Medicaid Program,"January 17, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-charged-with-defrauding-connecticuts-medicaid-program/
Justice Department Files Nationwide Lawsuit Alleging Walgreens Knowingly Filled Millions of Prescriptions that Lacked a Legitimate Medical Purpose,"January 17, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/justice-department-files-nationwide-lawsuit-alleging-walgreens-knowingly-filled-millions-of-prescriptions-that-lacked-a-legitimate-medical-purpose/
"Health Care Plan Agrees to Pay Over $500,000 As Part of Self-Disclosure of Potential False Claims Act Violations","January 17, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/health-care-plan-agrees-to-pay-over-500000-as-part-of-self-disclosure-of-potential-false-claims-act-violations/
Pharmacist Guilty In $110 Million Dollar Kickback Conspiracy,"January 17, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacist-guilty-in-110-million-dollar-kickback-conspiracy/
"BioReference Health and OPKO Health Agree to Pay $704,349 to Settle Allegations that they Billed the Government for Medically Unnecessary Blood Tests","January 17, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/bioreference-health-and-opko-health-agree-to-pay-704349-to-settle-allegations-that-they-billed-the-government-for-medically-unnecessary-blood-tests/
"Attorney General Alan Wilson announces Lexington man charged with stealing more than $143,000 from vulnerable adult","January 17, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-lexington-man-charged-with-stealing-more-than-143000-from-vulnerable-adult/
Lascassas Woman Charged with Stealing from Vulnerable Adult,"January 17, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/lascassas-woman-charged-with-stealing-from-vulnerable-adult/
"Action Recovery Group Agreed to Pay $73,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","January 16, 2025",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/action-recovery-group-agreed-to-pay-73000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"City of Livingston Agreed to Pay $116,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting False Claims for Emergency Ambulance Services","January 16, 2025",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/city-of-livingston-agreed-to-pay-116000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-false-claims-for-emergency-ambulance-services/
Two Iowa Healthcare Practitioners Settle Allegations for False Submission of Claims to Federal Healthcare Programs in Telemedicine Scheme,"January 16, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-iowa-healthcare-practitioners-settle-allegations-for-false-submission-of-claims-to-federal-healthcare-programs-in-telemedicine-scheme/
"Carr Reaches Settlement with Acadia Healthcare, Secures Over $1 Million for Georgia Medicaid Program","January 16, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/carr-reaches-settlement-with-acadia-healthcare-secures-over-1-million-for-georgia-medicaid-program/
"CHARGES: Owner of Erie County Shared-Care Homes Neglected Residents, Falsified Paperwork, and Defrauded Medicaid","January 16, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/charges-owner-of-erie-county-shared-care-homes-neglected-residents-falsified-paperwork-and-defrauded-medicaid/
Two People Federally Charged With Stealing Millions Of Dollars From The Oglala Sioux Tribe,"January 15, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-people-federally-charged-with-stealing-millions-of-dollars-from-the-oglala-sioux-tribe/
Texas Hospital CEO Sentenced To Federal Prison For Role In Health Care Kickback Conspiracy,"January 15, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/texas-hospital-ceo-sentenced-to-federal-prison-for-role-in-health-care-kickback-conspiracy/
Oakton Doctor Pleads Guilty To Running Pill Mill,"January 15, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/oakton-doctor-pleads-guilty-to-running-pill-mill/
Doctor Sentenced for $70M Medicare Fraud Scheme,"January 15, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-sentenced-for-70m-medicare-fraud-scheme/
"Pacific Eye Institute Agreed to Pay $599,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Not Provided as Claimed or Not Medically Necessary","January 15, 2025",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/pacific-eye-institute-agreed-to-pay-599000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-not-provided-as-claimed-or-not-medically-necessary/
New Jersey Pharmacy Agrees to Resolve False Claims Act Allegations for Billing for Drugs Not Dispensed,"January 14, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-jersey-pharmacy-agrees-to-resolve-false-claims-act-allegations-for-billing-for-drugs-not-dispensed/
AG Nessel Reaches $19.85 Million Multistate Medicaid Fraud Settlement with Behavioral Health Facility,"January 14, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-nessel-reaches-1985-million-multistate-medicaid-fraud-settlement-with-behavioral-health-facility/
Army Veteran Sentenced to Federal Prison For Over Three-Quarter Million Dollar Benefit Fraud,"January 13, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/army-veteran-sentenced-to-federal-prison-for-over-three-quarter-million-dollar-benefit-fraud/
Edinburg Doctor And Son Guilty In Kickback Conspiracy,"January 13, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/edinburg-doctor-and-son-guilty-in-kickback-conspiracy/
The United States And State Of North Carolina File False Claims Act Complaint Against Durable Medical Equipment Supplier,"January 13, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/the-united-states-and-state-of-north-carolina-file-false-claims-act-complaint-against-durable-medical-equipment-supplier/
Attorney General’s Office Announces Sentencing of  Las Vegas Couple and Behavioral Health Company for Medicaid Fraud,"January 13, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-generals-office-announces-sentencing-of-las-vegas-couple-and-behavioral-health-company-for-medicaid-fraud/
Attorney General Jeff Jackson Files $5.5 Million Medicaid Fraud Lawsuit,"January 13, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-jeff-jackson-files-55-million-medicaid-fraud-lawsuit/
Former Senior Partner at McKinsey & Company Pleads Guilty,"January 10, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-senior-partner-at-mckinsey-company-pleads-guilty/
Former Senior Partner at McKinsey & Company Pleads Guilty,"January 10, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/former-senior-partner-at-mckinsey-company-pleads-guilty-1/
California Man Admits Role In $10 Million Health Care Kickback Scheme,"January 8, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/california-man-admits-role-in-10-million-health-care-kickback-scheme/
Chesapeake Hospital Indicted For Healthcare Fraud Involving Unnecessary Surgical Procedures,"January 8, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chesapeake-hospital-indicted-for-healthcare-fraud-involving-unnecessary-surgical-procedures/
Former Charleston Physician Sentenced to Prison for Federal Opioid Crime,"January 8, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-charleston-physician-sentenced-to-prison-for-federal-opioid-crime/
Attorney General Mayes Announces Sentencing In Small Business Administration Fraud,"January 8, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-mayes-announces-sentencing-in-small-business-administration-fraud/
"Felisha Cunningham Sentenced For Medicaid Fraud, Theft","January 8, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/felisha-cunningham-sentenced-for-medicaid-fraud-theft/
"Attorney General James Puts Medical Transportation Industry On Notice, Announces New Actions To Stop Ongoing Fraud","January 8, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-puts-medical-transportation-industry-on-notice-announces-new-actions-to-stop-ongoing-fraud/
Connecticut Dentist Pays More than $600K to Settle False Claims Allegations,"January 7, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/connecticut-dentist-pays-more-than-600k-to-settle-false-claims-allegations/
Owner of Addiction Treatment Chain That Billed for Recovery Services Not Provided Sentenced to More Than Eight Years in Federal Prison in Health Care Fraud Conspiracy,"January 7, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-addiction-treatment-chain-that-billed-for-recovery-services-not-provided-sentenced-to-more-than-eight-years-in-federal-prison-in-health-care-fraud-conspiracy/
Pharmacy Owner Sentenced to Imprisonment for Health Care Fraud,"January 7, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacy-owner-sentenced-to-imprisonment-for-health-care-fraud/
"Marketers and Healthcare Providers in Texas, Virginia and South Carolina Agree to Pay Over $1.1M to Settle Laboratory Kickback Allegations","January 7, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/marketers-and-healthcare-providers-in-texas-virginia-and-south-carolina-agree-to-pay-over-11m-to-settle-laboratory-kickback-allegations/
"Wabash General Hospital Agreed to Pay $107,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual","January 7, 2025",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/wabash-general-hospital-agreed-to-pay-107000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
"Adriana Strimbu, DPM Agreed to Pay $41,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","January 6, 2025",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/adriana-strimbu-dpm-agreed-to-pay-41000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Bothell Biopharmaceutical Company Pays $4 Million To Resolve Allegations It Relied On Falsified Academic Papers To Obtain Federal Grant,"January 6, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/bothell-biopharmaceutical-company-pays-4-million-to-resolve-allegations-it-relied-on-falsified-academic-papers-to-obtain-federal-grant/
Athira Pharma Inc. Agrees to Pay $4M to Settle False Claims Act Allegations Related to Scientific Research Misconduct,"January 6, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/athira-pharma-inc-agrees-to-pay-4m-to-settle-false-claims-act-allegations-related-to-scientific-research-misconduct/
Attorney General Alan Wilson Announces Camden Woman Charged With Stealing Thousands From Vulnerable Adult,"January 6, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-camden-woman-charged-with-stealing-thousands-from-vulnerable-adult/
Operations Manager Pleads Guilty to Kickback Scheme,"January 3, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/operations-manager-pleads-guilty-to-kickback-scheme/
"Telehealth Company Pays $386,000 to Resolve Allegations of Overbilling for Medicare Telehealth Time","January 3, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/telehealth-company-pays-386000-to-resolve-allegations-of-overbilling-for-medicare-telehealth-time/
Physicians Toxicology Laboratory And Its Owners To Pay $4.425 Million To Settle Allegations Of Unnecessary Drug Testing,"January 3, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physicians-toxicology-laboratory-and-its-owners-to-pay-4425-million-to-settle-allegations-of-unnecessary-drug-testing/
