title,date,category,link
Three Baton Rouge Individuals Sentenced To Federal Prison In Connection With The Department Of Justice’s 2024 National Health Care Fraud Enforcement Action,"August 21, 2025",COVID-19,https://oig.hhs.gov/fraud/enforcement/three-baton-rouge-individuals-sentenced-to-federal-prison-in-connection-with-the-department-of-justices-2024-national-health-care-fraud-enforcement-action/
Memphis Woman Sentenced to Federal Prison for Scheme to Defraud Federal COVID-19 Relief Program,"August 21, 2025",COVID-19,https://oig.hhs.gov/fraud/enforcement/memphis-woman-sentenced-to-federal-prison-for-scheme-to-defraud-federal-covid-19-relief-program/
Brooklyn Cardiologist Sentenced To 37 Months In Prison In Connection With Health Care Fraud And Bribery Scheme,"August 21, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/brooklyn-cardiologist-sentenced-to-37-months-in-prison-in-connection-with-health-care-fraud-and-bribery-scheme/
AG Murrill's Medicaid Fraud Control Unit Arrests Baton Rouge Woman For Failing To Report The Physical Abuse Of A Mentally Challenged Client As Required By Law,"August 21, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-murrills-medicaid-fraud-control-unit-arrests-baton-rouge-woman-for-failing-to-report-the-physical-abuse-of-a-mentally-challenged-client-as-required-by-law/
"Philadelphia Man Sentenced to Over Two Years in Prison for Defrauding the Government of More Than $1 Million in SNAP, Medicaid Benefits","August 20, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/philadelphia-man-sentenced-to-over-two-years-in-prison-for-defrauding-the-government-of-more-than-1-million-in-snap-medicaid-benefits/
"Troy Health, Inc. Enters Non-Prosecution Agreement and Admits to Fraudulently Enrolling Medicare Beneficiaries and Identity Theft","August 20, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/troy-health-inc-enters-non-prosecution-agreement-and-admits-to-fraudulently-enrolling-medicare-beneficiaries-and-identity-theft/
"North Carolina Baptist Hospital Agreed to Pay $200,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide Appropriate Medical Screening Examinations","August 19, 2025",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/north-carolina-baptist-hospital-agreed-to-pay-200000-for-allegedly-violating-patient-dumping-statute-by-failing-to-provide-appropriate-medical-screening-examinations/
California Behavioral Medicine Provider Agrees To Pay $2.75 Million To Resolve Alleged False Claims For Psychotherapy Services,"August 19, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/california-behavioral-medicine-provider-agrees-to-pay-275-million-to-resolve-alleged-false-claims-for-psychotherapy-services/
"Emerald Care Center Claremore Agreed to Pay $116,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual","August 19, 2025",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/emerald-care-center-claremore-agreed-to-pay-116000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
Alabama Doctor Charged with $6 Million Telemedicine Health Care Fraud Scheme,"August 18, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/alabama-doctor-charged-with-6-million-telemedicine-health-care-fraud-scheme/
"Bristol Regional Medical Center Agreed to Pay $150,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide Appropriate Medical Screening Examinations","August 15, 2025",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/bristol-regional-medical-center-agreed-to-pay-150000-for-allegedly-violating-patient-dumping-statute-by-failing-to-provide-appropriate-medical-screening-examinations/
Three Indicted in Multi-State Prescription Fraud Ring,"August 15, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-indicted-in-multi-state-prescription-fraud-ring/
Attorney General Griffin Announces Two Convictions and One Arrest by Medicaid Fraud Control Unit,"August 15, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-griffin-announces-two-convictions-and-one-arrest-by-medicaid-fraud-control-unit/
AG Murrill's Medicaid Fraud Control Unit Arrests Slidell Woman For Cruel Attack On An Individual With A Disability Under Her Care,"August 15, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-murrills-medicaid-fraud-control-unit-arrests-slidell-woman-for-cruel-attack-on-an-individual-with-a-disability-under-her-care/
"Houma Woman Arrested By Louisiana Bureau Of Investigation For Falsifying Check Stubs And Underreporting Income To Defraud The Medicaid Program Of More Than $83,000","August 15, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/houma-woman-arrested-by-louisiana-bureau-of-investigation-for-falsifying-check-stubs-and-underreporting-income-to-defraud-the-medicaid-program-of-more-than-83000/
Saginaw Physician Charged with Medicaid Fraud,"August 15, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/saginaw-physician-charged-with-medicaid-fraud/
"10 Medicaid Providers Facing Fraud, Theft Charges","August 15, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/10-medicaid-providers-facing-fraud-theft-charges/
"Swedish American Hospital Agreed to Pay $100,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide an Appropriate Medical Screening Examination and Stabilizing Treatment","August 14, 2025",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/swedish-american-hospital-agreed-to-pay-100000-for-allegedly-violating-patient-dumping-statute-by-failing-to-provide-an-appropriate-medical-screening-examination-and-stabilizing-treatment/
"Baltimore County Woman Admits to Impersonating Nurses, Pleads Guilty to Aggravated Identity Theft","August 14, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/baltimore-county-woman-admits-to-impersonating-nurses-pleads-guilty-to-aggravated-identity-theft/
Four Men – Including Two Doctors – Charged in a $7 Million Illegal Opioid Distribution Conspiracy,"August 14, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/four-men-including-two-doctors-charged-in-a-7-million-illegal-opioid-distribution-conspiracy/
Marshalltown Woman Sentenced to Six Months in Federal Prison for Drug Diversion and False Statements in Medical Records,"August 14, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/marshalltown-woman-sentenced-to-six-months-in-federal-prison-for-drug-diversion-and-false-statements-in-medical-records/
Attorney General Bonta Announces Arrest and Felony Charges Against Nursing Assistant for Alleged Sexual Assault of Three Elderly Patients in Northern California,"August 14, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-announces-arrest-and-felony-charges-against-nursing-assistant-for-alleged-sexual-assault-of-three-elderly-patients-in-northern-california/
AG's Office Secures Guilty Plea and Restitution from Worcester-Based Home Health Company and Administrator for MassHealth Fraud,"August 14, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ags-office-secures-guilty-plea-and-restitution-from-worcester-based-home-health-company-and-administrator-for-masshealth-fraud/
Conviction of Fawn Gobis for Theft and Medicaid Fraud,"August 14, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/conviction-of-fawn-gobis-for-theft-and-medicaid-fraud/
Attorney General Raúl Torrez Files Lawsuit Alleging Over $1.6 Million in Fraudulent Medicaid Claims and Identity Theft of Children,"August 14, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-raul-torrez-files-lawsuit-alleging-over-16-million-in-fraudulent-medicaid-claims-and-identity-theft-of-children/
"Tri-Med Family Care Pays $7,500 Stipulated Penalty for Breaching Recipient Compliance Agreement","August 14, 2025",Stipulated Penalties and Material Breaches,https://oig.hhs.gov/fraud/enforcement/tri-med-family-care-pays-7500-stipulated-penalty-for-breaching-recipient-compliance-agreement/
"Connecticut Lab, its Owners and Officers, to Pay More Than $1.2 Million to Settle False Claims Act Allegations","August 13, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/connecticut-lab-its-owners-and-officers-to-pay-more-than-12-million-to-settle-false-claims-act-allegations/
"Legacy Health Agreed to Pay $709,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Sleep Study Services Not Provided and Paying Remuneration in the Form of Compensation for Services Not Provided","August 13, 2025",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/legacy-health-agreed-to-pay-709000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-sleep-study-services-not-provided-and-paying-remuneration-in-the-form-of-compensation-for-services-not-provided/
Connecticut Lab and Owners to Pay More Than $1.2 Million to Settle False Claims Act Allegations,"August 13, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/connecticut-lab-and-owners-to-pay-more-than-12-million-to-settle-false-claims-act-allegations/
Superseding Indictment Against Pittsburgh Health Care Facility Owner Adds Charges of Social Security Fraud and Concealing Material Facts Related to Health Care Matters,"August 12, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/superseding-indictment-against-pittsburgh-health-care-facility-owner-adds-charges-of-social-security-fraud-and-concealing-material-facts-related-to-health-care-matters/
Abdifatah Yusuf Found Guilty Of Bilking Medicaid Program Out Of Over $7.2 Million,"August 12, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/abdifatah-yusuf-found-guilty-of-bilking-medicaid-program-out-of-over-72-million/
"Watonga Psychiatrist To Pay More Than $170,000 For False Claims Act Allegations","August 12, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/watonga-psychiatrist-to-pay-more-than-170000-for-false-claims-act-allegations/
United States Obtains More Than $1.4 Million Judgment Against Family Medical Practitioner for Fraudulent Billing,"August 11, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-obtains-more-than-14-million-judgment-against-family-medical-practitioner-for-fraudulent-billing/
Richmond Psychotherapist Convicted Of Health Care Fraud To Pay Over $1 Million,"August 11, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/richmond-psychotherapist-convicted-of-healthcare-fraud-to-pay-over-1m/
Houston Doctor Agrees To Pay Over $2 Million To Settle Allegations Of Fraudulent Billing Of Federal Programs,"August 11, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/houston-doctor-agrees-to-pay-over-2-million-to-settle-allegations-of-fraudulent-billing-of-federal-programs/
"Allentown-Area Pharmacy and Its Owner Agree to Pay $825,000 to Resolve Allegations of False Claims Act Liability","August 8, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/allentown-area-pharmacy-and-its-owner-agree-to-pay-825000-to-resolve-allegations-of-false-claims-act-liability/
CEO of Spine Device Company Sentenced for False Statements in Connection With Mandatory Reporting to CMS,"August 7, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ceo-of-spine-device-company-sentenced-for-false-statements-in-connection-with-mandatory-reporting-to-cms/
Illinois Man Charged in Durable Medical Equipment Scheme,"August 7, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/illinois-man-charged-in-durable-medical-equipment-scheme/
"Elite Medical Transport Agreed to Pay $144,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Containing Forged and Invalid Signatures","August 7, 2025",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/elite-medical-transport-agreed-to-pay-144000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-containing-forged-and-invalid-signatures/
Jorden Borders sentenced to 468 months in prison,"August 7, 2025",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/jorden-borders-sentenced-to-468-months-in-prison/
Would-be smuggler of three-year-old child sentenced to 36 months in federal prison,"August 6, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/would-be-smuggler-of-three-year-old-child-sentenced-to-36-months-in-federal-prison/
APRN and Medical Practice to Pay Over $600k and Cease Connecticut Medicaid Participation to Settle False Claims Act Allegations,"August 6, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/aprn-and-medical-practice-to-pay-over-600k-and-cease-connecticut-medicaid-participation-to-settle-false-claims-act-allegations/
Justice Department Files Two Civil Forfeiture Actions to Recover Nearly $11 Million in Health Care Fraud Proceeds,"August 6, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/justice-department-files-two-civil-forfeiture-actions-to-recover-nearly-11-million-in-health-care-fraud-proceeds/
Leader of $68M Adult Day Care Fraud Scheme Pleads Guilty,"August 6, 2025",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/leader-of-68m-adult-day-care-fraud-scheme-pleads-guilty/
"University Physicians of Brooklyn Agreed to Pay $455,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Incident-to Services Not Covered","August 6, 2025",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/university-physicians-of-brooklyn-agreed-to-pay-455000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-incident-to-services-not-covered/
"Woodland Springs Agreed to Pay $188,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by Unlicensed Individuals","August 6, 2025",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/woodland-springs-agreed-to-pay-188000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-unlicensed-individuals/
